city,zone_id,x,y,name,latitude,longitude,ndvi,albedo,isf,pop_density,income_level,elderly_ratio,wind_speed,wind_direction,solar_radiation,air_temperature,distance_to_river,is_water,lst_physics,lst_day_actual,lst_night_actual,residual_pred,lst_day_pred,hvi,hvi_class,cluster,cluster_label,suhii_day,suhii_night,ventilation_suitability
kanpur,zone_0,0,0,"Zone (0,0)",26.349899999999998,80.2219,0.2301940023783855,0.13470820818301635,0.7099794086272541,18800.202793689543,2,0.12196544095732388,2.1173889688906353,240.0,854.0954747061701,42.813135137614985,13.0,False,91.8812937991394,96.6135110808402,31.542547459888485,4.867971420288086,96.74926521942749,0.5882058069704735,High Risk,2.0,High Heat / Medium Risk (Heat-Dominant),20.935270305803,5.6556624889358496,0.322926460982701
kanpur,zone_1,1,0,"Zone (1,0)",26.349899999999998,80.23761428571429,0.1836079112345935,0.13072533988777094,0.8409443935591734,16585.95015204879,2,0.12331339289511087,2.118162307335318,240.0,858.3033050035622,43.05687778433135,13.038404810405298,False,92.99141362434837,98.91847563453442,31.62423322942174,6.101165294647217,99.09257891899559,0.5938346054993499,High Risk,2.0,High Heat / Medium Risk (Heat-Dominant),23.24023485949722,5.737348258469105,0.24432492640628914
kanpur,zone_2,2,0,"Zone (2,0)",26.349899999999998,80.25332857142858,0.2026931532109062,0.12904407669614193,0.787031232085762,15766.264628877781,2,0.12483010965599502,1.9247134752043142,240.0,853.159290457561,43.021395394563086,13.152946437965905,False,95.56472321695671,100.72829994685694,32.12742177409608,5.285429954528809,100.85015317148552,0.6123536138200284,High Risk,3.0,High Heat & High HVI (Critical Priority Zone),25.05005917181974,6.240536803143442,0.2635594125160282
kanpur,zone_3,3,0,"Zone (3,0)",26.349899999999998,80.26904285714286,0.19625191913845275,0.15872770428001756,0.8314637148074331,21859.370903797226,2,0.12650537773330167,1.964023935537196,240.0,871.507052208335,43.03586555084306,13.341664064126334,False,94.25277393043034,100.78129379563379,32.236868075866795,6.312490940093994,100.56526487052433,0.6487842379624738,High Risk,3.0,High Heat & High HVI (Critical Priority Zone),25.10305302059659,6.349983104914159,0.23917665476215696
kanpur,zone_4,4,0,"Zone (4,0)",26.349899999999998,80.28475714285715,0.19597225443845856,0.13044227401688635,0.864740123406675,22370.410195006545,2,0.1283244018158856,2.1337715796321177,240.0,846.7911853053415,42.95176643781402,13.17207536256856,False,91.90477071258644,98.496916714196,32.81464716713324,6.579461574554443,98.48423228714088,0.6547353778256716,High Risk,2.0,High Heat / Medium Risk (Heat-Dominant),22.81867593915881,6.927762196180602,0.23083567570723298
kanpur,zone_5,5,0,"Zone (5,0)",26.349899999999998,80.30047142857143,0.1688835257762689,0.11277999342799094,0.83944307538391,19698.033908120946,2,0.13027291406524774,1.889058810727186,240.0,848.3571501498652,42.90106828950843,12.958653727987894,False,97.03655684105308,103.18983825105536,32.15569309269268,6.171053409576416,103.2076102506295,0.6575305542073637,High Risk,3.0,High Heat & High HVI (Critical Priority Zone),27.511597476018167,6.268808121740044,0.23010682454441395
kanpur,zone_6,6,0,"Zone (6,0)",26.349899999999998,80.31618571428572,0.14126486293554824,0.1294946913630214,0.8333470287633857,22355.951636427588,2,0.13233965047571625,2.3431298511317595,240.0,853.7720822060661,43.083979747267186,12.779074890821441,False,90.11709075813954,96.2173266068232,32.26517982570684,6.21876859664917,96.33585935478871,0.6412399589494422,High Risk,2.0,High Heat / Medium Risk (Heat-Dominant),20.53908583178601,6.378294854754202,0.2643956397038779
kanpur,zone_7,7,0,"Zone (7,0)",26.349899999999998,80.3319,0.15748558600889864,0.13448818287465758,0.8104167898120518,24406.752567868894,2,0.13450726376141275,1.8256819969132483,240.0,844.8485668113597,42.86285998654884,12.64286598714136,False,96.57262498586454,103.0630063655252,32.3020329002878,6.295307159423828,102.86793214528836,0.6926520071266459,Extreme Risk,3.0,High Heat & High HVI (Critical Priority Zone),27.384765590488,6.415147929335163,0.24394113005248133
kanpur,zone_8,8,0,"Zone (8,0)",26.349899999999998,80.34761428571429,0.1507937729051988,0.13092470221519875,0.7989602854649581,22863.536362541156,2,0.1367250739151065,2.422720533524957,240.0,850.6953271023332,42.94909219310764,12.549309784257469,False,88.65740125253753,94.4507059105367,31.78337844847949,5.813756465911865,94.47115771844939,0.6351521331276287,High Risk,2.0,High Heat / Medium Risk (Heat-Dominant),18.772465135499502,5.896493477526853,0.29081825660128124
kanpur,zone_9,9,0,"Zone (9,0)",26.349899999999998,80.36332857142858,0.13411516575222499,0.10169325952873963,0.8543731758963341,24130.308523997435,2,0.13887366749060587,2.4916675576625744,240.0,866.6483843896757,42.933472863384566,12.505775215620314,False,90.38030738386539,96.36085445990719,32.436663851486266,6.331286907196045,96.71159429106143,0.6688858907429979,High Risk,2.0,High Heat / Medium Risk (Heat-Dominant),20.68261368486999,6.54977888053363,0.2622619735890046
kanpur,zone_10,10,0,"Zone (10,0)",26.349899999999998,80.37904285714286,0.13329134746240473,0.10594965773289067,0.8738654640209249,27996.659790361853,2,0.14075678606325878,2.157381724240506,240.0,867.0420451839847,43.17877865423332,12.508492795411119,False,94.95345242205087,101.92623316311466,32.893962160877464,6.960160732269287,101.91361315432016,0.7301478919491882,Extreme Risk,3.0,High Heat & High HVI (Critical Priority Zone),26.247992388077463,7.0070771899248285,0.2282749190180564
kanpur,zone_11,11,0,"Zone (11,0)",26.349899999999998,80.39475714285715,0.14262021827054597,0.09507186448457089,0.8721779963007593,28293.96197432333,1,0.14215562645479066,2.1319880620655187,240.0,842.497633014662,43.21557658865484,12.560408766059874,False,94.44450406565221,101.36518473784712,32.75270548056273,6.961488246917725,101.40599231256994,0.879131589876974,Extreme Risk,3.0,High Heat & High HVI (Critical Priority Zone),25.68694396280992,6.865820509610096,0.22748141468923339
kanpur,zone_12,12,0,"Zone (12,0)",26.349899999999998,80.41047142857143,0.09313124670088584,0.09552372311482595,0.931436608135946,28107.041288329514,1,0.14292532055116727,2.0816607393415207,240.0,845.9724348695629,43.30470413705777,12.660803080700544,False,95.89473913011021,103.2936347493231,33.89033448354324,8.048398971557617,103.94313810166783,0.9120053321603514,Extreme Risk,3.0,High Heat & High HVI (Critical Priority Zone),27.615393974285908,8.003449512590606,0.1883565512060409
kanpur,zone_13,13,0,"Zone (13,0)",26.349899999999998,80.42618571428572,0.06911670559980856,0.08556284956285579,0.9328827870062629,28318.009935332186,1,0.1430572628696916,2.290835549919013,240.0,824.1973461088501,43.1661725537662,12.80343540661164,False,92.2052264168299,99.72965053472242,33.027706503964275,7.862758159637451,100.06798457646735,0.8781044657390389,Extreme Risk,2.0,High Heat / Medium Risk (Heat-Dominant),24.051409759685228,7.140821533011639,0.20113813985512993
kanpur,zone_14,14,0,"Zone (14,0)",26.349899999999998,80.4419,0.11514958957856081,0.11288114484223649,0.8877206721549612,30442.781457834975,1,0.14266092191474758,1.8408455825655259,240.0,858.0098769482393,43.08889093565185,12.987749111985222,False,99.12720273132928,106.95758303880106,33.40329184098159,7.41900634765625,106.54620907898553,0.9326357692274763,Extreme Risk,3.0,High Heat & High HVI (Critical Priority Zone),31.279342263763866,7.516406870028952,0.19786926444336853
kanpur,zone_15,0,1,"Zone (0,1)",26.364185714285714,80.2219,0.2444449150451114,0.14333665258019784,0.808892985205291,19351.988178578,2,0.12116191330625235,1.916669523461107,240.0,852.1014611727078,42.963942912424,12.0,False,94.32557314557661,99.68573109183293,32.091380227090376,5.742330074310303,100.06790321988692,0.6157404820200522,High Risk,2.0,High Heat / Medium Risk (Heat-Dominant),24.00749031679574,6.20449525613774,0.25239959078113866
