city,zone_id,x,y,name,latitude,longitude,ndvi,albedo,isf,pop_density,income_level,elderly_ratio,wind_speed,wind_direction,solar_radiation,air_temperature,distance_to_river,is_water,lst_physics,lst_day_actual,lst_night_actual,residual_pred,lst_day_pred,hvi,hvi_class,cluster,cluster_label,suhii_day,suhii_night,ventilation_suitability
mumbai,zone_0,0,0,Water Body / Sea Area,18.976,72.8177,0.02,0.05,0.0,0.0,3,0.13405504959658285,5.460000000000001,240.0,840.0,30.700000000000003,0.0,True,31.200000000000003,31.200000000000003,29.700000000000003,0.0,31.200000000000003,0.0,Water Body,-1.0,Open Water Body,-26.777279153988147,13.153308570486061,1.0
mumbai,zone_1,1,0,Water Body / Sea Area,18.976,72.82627142857143,0.02,0.05,0.0,0.0,3,0.13788899837401378,5.460000000000001,240.0,840.0,30.700000000000003,0.0,True,31.200000000000003,31.200000000000003,29.700000000000003,0.0,31.200000000000003,0.0,Water Body,-1.0,Open Water Body,-26.777279153988147,13.153308570486061,1.0
mumbai,zone_2,2,0,Water Body / Sea Area,18.976,72.83484285714286,0.02,0.05,0.0,0.0,3,0.1419924716488899,5.460000000000001,240.0,840.0,30.700000000000003,0.0,True,31.200000000000003,31.200000000000003,29.700000000000003,0.0,31.200000000000003,0.0,Water Body,-1.0,Open Water Body,-26.777279153988147,13.153308570486061,1.0
mumbai,zone_3,3,0,Water Body / Sea Area,18.976,72.84341428571429,0.02,0.05,0.0,0.0,3,0.14552471379830081,5.460000000000001,240.0,840.0,30.700000000000003,0.0,True,31.200000000000003,31.200000000000003,29.700000000000003,0.0,31.200000000000003,0.0,Water Body,-1.0,Open Water Body,-26.777279153988147,13.153308570486061,1.0
mumbai,zone_4,4,0,Nariman Point (CBD) Sec 2,18.976,72.85198571428572,0.1638537644506943,0.11893732535851534,0.6979619152156384,19716.02386905223,3,0.14690039477679925,3.8205960216732464,240.0,820.414778441337,34.527217756289815,1.0,False,66.85894812883888,69.932161942403,20.794673010910504,3.4032604694366455,70.26220859827552,0.4396791710899426,Medium Risk,2.0,High Heat / Medium Risk (Heat-Dominant),11.95488278841485,4.247981581396562,0.5916894089297811
mumbai,zone_5,5,0,Nariman Point (CBD) Sec 3,18.976,72.86055714285715,0.12930329896875586,0.10279921968411644,0.7896268913242602,20618.723643324338,3,0.1446160952576473,3.3848195493287485,240.0,811.916480002439,34.61266684861749,2.0,False,70.58188776944488,75.04366695539454,22.2202787506434,4.750801086425781,75.33268885587066,0.5004675202483173,Medium Risk,3.0,High Heat & High HVI (Critical Priority Zone),17.066387801406393,5.673587321129457,0.4731846337698872
mumbai,zone_6,6,0,"Zone (6,0)",18.976,72.86912857142858,0.13817367687115206,0.11573137520509406,0.8895301531920591,22961.89502053535,3,0.1390207751593133,3.0647486119715737,240.0,811.2417293000093,35.05494907034205,3.0,False,72.99404707947264,79.5593463982314,23.923101400459085,6.495855808258057,79.4899028877307,0.560912881050692,High Risk,3.0,High Heat & High HVI (Critical Priority Zone),21.582067244243248,7.376409970945144,0.36507179276440577
mumbai,zone_7,7,0,"Zone (7,0)",18.976,72.8777,0.14728899862507908,0.12688319755086586,0.7901866902455269,21639.777249682007,3,0.1323180616740088,3.3985182316300158,240.0,818.1848304417591,34.93787379477818,4.0,False,69.93292182192116,75.44193948717172,22.26080124104698,5.169346332550049,75.1022681544712,0.48381665974229454,Medium Risk,3.0,High Heat & High HVI (Critical Priority Zone),17.464660333183573,5.714109811533039,0.42603175619564004
mumbai,zone_8,8,0,"Zone (8,0)",18.976,72.88627142857143,0.15449973024565908,0.1266559006744944,0.8193665935028809,24047.07290863702,3,0.12640757529897864,3.0563322238433934,240.0,808.3036282078114,35.02242404683008,4.0,False,72.2836982076938,78.33049585418385,23.245228083834707,5.888185977935791,78.1718841856296,0.5192834013311931,Medium Risk,3.0,High Heat & High HVI (Critical Priority Zone),20.353216700195702,6.698536654320765,0.38571141372211953
mumbai,zone_9,9,0,"Zone (9,0)",18.976,72.89484285714286,0.16001381065370124,0.11908087151745607,0.7953437681336463,24256.242152008723,2,0.12187767873491327,3.2405840621741864,240.0,821.0110028717852,34.746347625645654,3.0,False,71.32580234046904,76.9898779414166,23.211411641703727,5.344219207763672,76.67002154823271,0.6512463167034993,High Risk,3.0,High Heat & High HVI (Critical Priority Zone),19.012598787428445,6.664720212189785,0.4333059871462943
